name,concentration,application,timestamp,channel
Ethylene,0.01799147956246327,NASA,1683943899000,Channel4
Ethylene,0.03148416810593134,NASA,1683945351000,Channel4
Ethylene,0.01799078871617853,NASA,1683946802000,Channel4
Ethylene,0.013493609671846655,NASA,1683948252000,Channel4
Ethylene,0.03598180771445091,NASA,1683949704000,Channel4
Ethylene,0.01799147956246327,NASA,1683951155000,Channel4
Ethylene,0.035981577432355465,NASA,1683952606000,Channel4
Ethylene,0.013493379389751209,NASA,1683986964000,Channel4
Ethylene,0.031483937823834296,NASA,1683988415000,Channel4
Ethylene,0.01799032815198764,NASA,1683989867000,Channel4
Ethylene,0.026987679907887398,NASA,1683991319000,Channel4
Ethylene,0.013494300518131394,NASA,1683992770000,Channel4
Ethylene,0.031485549798504014,NASA,1683994221000,Channel4
Ethylene,0.017990558434084685,NASA,1683995672000,Channel4
Ethylene,0.03148301669545571,NASA,1683997123000,Channel4
Ethylene,0.017991940126654164,NASA,1684030500000,Channel4
Ethylene,0.01799286125503275,NASA,1684031953000,Channel4
Ethylene,0.049476108232582305,NASA,1684033404000,Channel4
Ethylene,0,NASA,1684037007000,Channel4
Ethylene,0.008996660909615017,NASA,1684037757000,Channel4
Ethylene,0.03148301669545411,NASA,1684039208000,Channel4
