input,sec,interval,sum,value,slope
Table,0,10,0,0.07426709,-0.00007513999999998744
Table,3,10,0,0.07417142,-0.00008982999999999908
Table,6,10,0,0.07415488,-0.000010695000000005006
Table,9,10,0,0.07419195,-0.00013918000000000263
Table,12,10,0,0.07408159,0.00001643999999999257
Table,15,10,0.0003221749999999801,0.074144185,-0.00019980999999999471
Table,18,10,0.001073774999999999,0.07405277,-0.000130100000000008
Table,21,10,0.0016190850000000062,0.07409803,-0.000025520000000001097
Table,24,10,0.0011433900000000219,0.073944375,0.0004777949999999892
Table,27,10,0.000548963999999999,0.07392267,0.0006215000000000109
Table,30,10,0.00002418399999999654,0.07407251,0.0005197900000000061
Table,33,10,0.00011988399999998678,0.07442217,0.0000021000000000048757
Table,36,10,0,0.07454417,0.000027073999999988052
Table,39,10,0,0.0745923,-0.000004989999999996386
Table,42,10,0,0.07442427,0.00009779999999999511
Table,45,10,0,0.074571244,-0.0002907639999999989
Table,48,10,0.000156690000000001,0.07458731,-0.00012232600000000593
Table,51,10,0.00028502600000000766,0.07452207,-0.00009776599999999913
Table,54,10,0.00006694200000001427,0.07428048,0.00019964000000000093
Table,57,10,0,0.074464984,0.0000548159999999992
Table,60,10,0,0.074424304,0.000030570000000007536
Table,63,10,0,0.07448012,-0.000018443999999992466
Table,66,10,0,0.0745198,-0.00010564000000000406
Table,69,10,0,0.074454874,0.00003959199999999108
Table,72,10,0,0.074461676,-0.000021546000000011167
Table,75,10,0.00022351900000001923,0.07441416,-0.00012677499999999564
Table,78,10,0.0004897750000000117,0.074494466,-0.00008965599999999352
Table,81,10,0.0003342850000000036,0.07444013,0.0001239000000000101
Table,84,10,0.00017614999999999992,0.074287385,0.00018927500000000264
Table,87,10,0,0.07440481,0.00017659999999999898
Table,90,10,0,0.07456403,-0.00003158999999999801
Table,93,10,0,0.07447666,0.000031139999999998946
Table,96,10,0,0.07458141,-0.0002733300000000022
Table,99,10,0,0.07453244,-0.0001605060000000047
Table,102,10,0.00007653200000000415,0.0745078,-0.00019800999999999847
Table,105,10,0.000029209999999987857,0.07430808,0.00007299600000000572
Table,108,10,0.00019608399999999915,0.074371934,-0.00007824400000000509
Table,111,10,0.0001296339999999896,0.07430979,0.00008178000000000352
Table,114,10,0.0002302500000000013,0.074381076,0.000025673999999989428
Table,117,10,0.0002079699999999879,0.07429369,0.0000886300000000062
Table,120,10,0.0002860849999999915,0.07439157,0.00001532999999999396
Table,123,10,0.00009178499999999701,0.07440675,0.00012629000000000112
Table,126,10,0,0.07438232,0.0000663499999999928
Table,129,10,0,0.0744069,0.00009344499999999756
Table,132,10,0,0.07453304,-0.00006800999999999335
Table,135,10,0,0.07444867,-0.0002326839999999969
Table,138,10,0.0003455259999999988,0.074500345,-0.00041039499999999396
Table,141,10,0.0004485689999999959,0.07446503,-0.000146203999999997
Table,144,10,0.000175422999999994,0.074215986,0.00021261000000000196
Table,147,10,0,0.07408995,0.0002791199999999938
Table,150,10,0.000004488000000010817,0.074318826,-0.000043160999999999894
Table,153,10,0.00010750400000000826,0.074428596,-0.00006053599999999992
Table,156,10,0,0.07436907,0.000004674000000010059
Table,159,10,0,0.074275665,0.00006035000000000068
Table,162,10,0,0.07436806,0.00004247999999999752
Table,165,10,0,0.074373744,-0.0001060540000000082
